filename,class,foreground_pixels,foreground_ratio,status
20211109_121301 (Custom).jpg,Powdery Mildew,23324,0.4049,success
IMG_20211107_122643 (Custom).jpg,Powdery Mildew,12127,0.1579,success
IMG_20211107_125308 (Custom).jpg,Powdery Mildew,49821,0.6487,success
20211109_121223 (Custom).jpg,Powdery Mildew,23859,0.4142,success
20211109_122032 (Custom).jpg,Powdery Mildew,16648,0.2890,success
20211109_121729 (Custom).jpg,Powdery Mildew,16430,0.2852,success
IMG_20211107_124504 (Custom).jpg,Powdery Mildew,25466,0.3316,success
IMG_20211107_130200 (Custom).jpg,Powdery Mildew,23717,0.3088,success
20211109_122035 (Custom).jpg,Powdery Mildew,26773,0.4648,success
IMG_20211107_125056 (Custom).jpg,Powdery Mildew,26204,0.3412,success
20211109_122142 (Custom).jpg,Powdery Mildew,19340,0.3358,success
IMG_20211107_125339 (Custom).jpg,Powdery Mildew,44846,0.5839,success
IMG_20211107_125816 (Custom).jpg,Powdery Mildew,20954,0.2728,success
IMG_20211107_123456 (Custom).jpg,Powdery Mildew,30131,0.3923,success
IMG_20211107_121440 (Custom).jpg,Powdery Mildew,51381,0.6690,success
IMG_20211107_124434 (Custom).jpg,Powdery Mildew,15488,0.2017,success
IMG_20211107_125043 (Custom).jpg,Powdery Mildew,11967,0.1558,success
IMG_20211107_121447 (Custom).jpg,Powdery Mildew,1486,0.0193,success
IMG_20211107_130215 (Custom).jpg,Powdery Mildew,46266,0.6024,success
IMG_20211107_121336 (Custom).jpg,Powdery Mildew,29884,0.3891,success
IMG_20211107_125011 (Custom).jpg,Powdery Mildew,23664,0.3081,success
20211109_121523 (Custom).jpg,Powdery Mildew,17074,0.2964,success
IMG_20211107_125209 (Custom).jpg,Powdery Mildew,14849,0.1933,success
20211109_122348 (Custom).jpg,Powdery Mildew,24176,0.4197,success
IMG_20211107_125111 (Custom).jpg,Powdery Mildew,24579,0.3200,success
IMG_20211107_121341 (Custom).jpg,Powdery Mildew,32134,0.4184,success
IMG_20211107_143723 (Custom).jpg,Powdery Mildew,31563,0.4110,success
20211109_122050 (Custom).jpg,Powdery Mildew,20664,0.3588,success
IMG_20211107_120012 (Custom).jpg,Powdery Mildew,27142,0.3534,success
IMG_20211107_120015 (Custom).jpg,Powdery Mildew,32256,0.4200,success
20211109_122002 (Custom).jpg,Powdery Mildew,23416,0.4065,success
IMG_20211107_125951 (Custom).jpg,Powdery Mildew,29164,0.3797,success
20211109_121958 (Custom).jpg,Powdery Mildew,16788,0.2915,success
IMG_20211107_123511 (Custom).jpg,Powdery Mildew,27021,0.3518,success
20211109_121506 (Custom).jpg,Powdery Mildew,24334,0.4225,success
IMG_20211107_123948 (Custom).jpg,Powdery Mildew,30934,0.4028,success
IMG_20211107_125821 (Custom).jpg,Powdery Mildew,22681,0.2953,success
20211109_122338 (Custom).jpg,Powdery Mildew,19358,0.3361,success
20211109_121828 (Custom).jpg,Powdery Mildew,22986,0.3991,success
20211109_121423 (Custom).jpg,Powdery Mildew,18347,0.3185,success
20211109_121307 (Custom).jpg,Powdery Mildew,18524,0.3216,success
IMG_20211107_115652 (Custom).jpg,Powdery Mildew,17240,0.2245,success
20211109_122017 (Custom).jpg,Powdery Mildew,25964,0.4508,success
IMG_20211107_125750 (Custom).jpg,Powdery Mildew,40537,0.5278,success
IMG_20211107_143731 (Custom).jpg,Powdery Mildew,22746,0.2962,success
IMG_20211107_125021 (Custom).jpg,Powdery Mildew,25992,0.3384,success
IMG_20211107_125103 (Custom).jpg,Powdery Mildew,24755,0.3223,success
20211109_121158 (Custom).jpg,Powdery Mildew,21442,0.3723,success
IMG_20211107_115458 (Custom).jpg,Powdery Mildew,17975,0.2340,success
20211109_121436 (Custom).jpg,Powdery Mildew,31642,0.5493,success
IMG_20211107_123908 (Custom).jpg,Powdery Mildew,23362,0.3042,success
IMG_20211107_125438 (Custom).jpg,Powdery Mildew,33655,0.4382,success
IMG_20211107_125833 (Custom).jpg,Powdery Mildew,33977,0.4424,success
20211109_122208 (Custom).jpg,Powdery Mildew,17870,0.3102,success
20211109_121513 (Custom).jpg,Powdery Mildew,24084,0.4181,success
IMG_20211107_122308 (Custom).jpg,Powdery Mildew,25732,0.3351,success
20211109_122104 (Custom).jpg,Powdery Mildew,21244,0.3688,success
20211109_122151 (Custom).jpg,Powdery Mildew,15866,0.2755,success
IMG_20211107_125132 (Custom).jpg,Powdery Mildew,22347,0.2910,success
20211109_122021 (Custom).jpg,Powdery Mildew,28004,0.4862,success
IMG_20211107_130213 (Custom).jpg,Powdery Mildew,39330,0.5121,success
20211109_121859 (Custom).jpg,Powdery Mildew,13740,0.2385,success
20211109_121407 (Custom).jpg,Powdery Mildew,27296,0.4739,success
20211109_121452 (Custom).jpg,Powdery Mildew,17644,0.3063,success
IMG_20211107_124708 (Custom).jpg,Powdery Mildew,18956,0.2468,success
IMG_20211107_123939 (Custom).jpg,Powdery Mildew,22497,0.2929,success
20211109_121455 (Custom).jpg,Powdery Mildew,22110,0.3839,success
IMG_20211107_115706 (Custom).jpg,Powdery Mildew,13298,0.1732,success
20211109_121929 (Custom).jpg,Powdery Mildew,35415,0.6148,success
IMG_20211107_130129 (Custom).jpg,Powdery Mildew,46189,0.6014,success
IMG_20211107_121325 (Custom).jpg,Powdery Mildew,29546,0.3847,success
20211109_121658 (Custom).jpg,Powdery Mildew,14989,0.2602,success
IMG_20211107_125651 (Custom).jpg,Powdery Mildew,20285,0.2641,success
20211109_122116 (Custom).jpg,Powdery Mildew,16214,0.2815,success
IMG_20211107_130206 (Custom).jpg,Powdery Mildew,25772,0.3356,success
IMG_20211107_122238 (Custom).jpg,Powdery Mildew,31719,0.4130,success
IMG_20211107_143712 (Custom).jpg,Powdery Mildew,23480,0.3057,success
IMG_20211107_123139 (Custom).jpg,Powdery Mildew,38650,0.5033,success
IMG_20211107_124427 (Custom).jpg,Powdery Mildew,15766,0.2053,success
IMG_20211107_125656 (Custom).jpg,Powdery Mildew,19074,0.2484,success
20211109_122144 (Custom).jpg,Powdery Mildew,15048,0.2612,success
IMG_20211107_125050 (Custom).jpg,Powdery Mildew,19399,0.2526,success
IMG_20211107_125005 (Custom).jpg,Powdery Mildew,27414,0.3570,success
IMG_20211107_123520 (Custom).jpg,Powdery Mildew,26706,0.3477,success
IMG_20211107_125935 (Custom).jpg,Powdery Mildew,23616,0.3075,success
IMG_20211107_124638 (Custom).jpg,Powdery Mildew,18488,0.2407,success
IMG_20211107_123809 (Custom).jpg,Powdery Mildew,30495,0.3971,success
IMG_20211107_125842 (Custom).jpg,Powdery Mildew,9728,0.1267,success
20211109_121530 (Custom).jpg,Powdery Mildew,24932,0.4328,success
20211109_121447 (Custom).jpg,Powdery Mildew,15467,0.2685,success
20211109_122309 (Custom).jpg,Powdery Mildew,37049,0.6432,success
20211011_161614 (Custom) (Custom).jpg,Cutting Weevil,7513,0.1304,success
20211011_160835 (Custom) (Custom).jpg,Cutting Weevil,3918,0.0680,success
20211011_161956 (Custom) (Custom).jpg,Cutting Weevil,10101,0.1754,success
20211011_161614 (Custom).jpg,Cutting Weevil,7429,0.1290,success
20211011_161641 (Custom).jpg,Cutting Weevil,2885,0.0501,success
20211011_161855 (Custom) (Custom).jpg,Cutting Weevil,8209,0.1425,success
20211011_162404 (Custom) (Custom).jpg,Cutting Weevil,9097,0.1579,success
20211011_161453 (Custom) (Custom).jpg,Cutting Weevil,8528,0.1481,success
20211011_162516 (Custom).jpg,Cutting Weevil,1166,0.0202,success
IMG_20211011_140211 (Custom).jpg,Cutting Weevil,17344,0.2258,success
20211011_161855 (Custom).jpg,Cutting Weevil,3944,0.0685,success
20211011_162434 (Custom).jpg,Cutting Weevil,10120,0.1757,success
20211011_170153 (Custom) (Custom).jpg,Cutting Weevil,4824,0.0838,success
20211011_161852 (Custom).jpg,Cutting Weevil,8677,0.1506,success
20211011_161210(0) (Custom).jpg,Cutting Weevil,4584,0.0796,success
20211011_162433 (Custom).jpg,Cutting Weevil,3215,0.0558,success
20211011_161145(0) (Custom) (Custom).jpg,Cutting Weevil,3823,0.0664,success
20211011_162553 (Custom) (Custom).jpg,Cutting Weevil,5140,0.0892,success
20211011_161242 (Custom) (Custom).jpg,Cutting Weevil,4798,0.0833,success
20211011_161606 (Custom).jpg,Cutting Weevil,4694,0.0815,success
20211011_162428 (Custom) (Custom).jpg,Cutting Weevil,7334,0.1273,success
20211011_161419 (Custom).jpg,Cutting Weevil,1109,0.0193,success
20211011_161650(0) (Custom).jpg,Cutting Weevil,6555,0.1138,success
20211011_161339 (Custom) (Custom).jpg,Cutting Weevil,8405,0.1459,success
20211011_162625(0) (Custom) (Custom).jpg,Cutting Weevil,4566,0.0793,success
20211011_162503 (Custom).jpg,Cutting Weevil,2327,0.0404,success
20211011_162519 (Custom) (Custom).jpg,Cutting Weevil,8228,0.1428,success
20211011_162523(0) (Custom).jpg,Cutting Weevil,7298,0.1267,success
20211011_162009 (Custom).jpg,Cutting Weevil,6561,0.1139,success
20211011_162625 (Custom) (Custom).jpg,Cutting Weevil,4500,0.0781,success
20211011_161141 (Custom).jpg,Cutting Weevil,4415,0.0766,success
20211011_161859(0) (Custom) (Custom).jpg,Cutting Weevil,5329,0.0925,success
20211011_161140(0) (Custom).jpg,Cutting Weevil,3087,0.0536,success
20211011_161146 (Custom).jpg,Cutting Weevil,4185,0.0727,success
20211011_162417 (Custom).jpg,Cutting Weevil,8109,0.1408,success
20211011_161833 (Custom) (Custom).jpg,Cutting Weevil,5877,0.1020,success
20211011_160612 (Custom) (Custom).jpg,Cutting Weevil,5146,0.0893,success
20211011_161954 (Custom).jpg,Cutting Weevil,10996,0.1909,success
20211011_160853 (Custom) (Custom).jpg,Cutting Weevil,2418,0.0420,success
20211011_162410 (Custom).jpg,Cutting Weevil,6951,0.1207,success
20211011_162445 (Custom).jpg,Cutting Weevil,5279,0.0916,success
20211011_162532 (Custom).jpg,Cutting Weevil,1909,0.0331,success
20211011_161520 (Custom) (Custom).jpg,Cutting Weevil,8256,0.1433,success
20211011_162216 (Custom).jpg,Cutting Weevil,7524,0.1306,success
20211011_161953 (Custom).jpg,Cutting Weevil,12155,0.2110,success
20211011_162523 (Custom) (Custom).jpg,Cutting Weevil,8215,0.1426,success
20211011_162121 (Custom) (Custom).jpg,Cutting Weevil,11273,0.1957,success
20211011_161625 (Custom).jpg,Cutting Weevil,6303,0.1094,success
20211011_162049 (Custom).jpg,Cutting Weevil,9588,0.1665,success
20211011_161913 (Custom).jpg,Cutting Weevil,5382,0.0934,success
20211011_161419 (Custom) (Custom).jpg,Cutting Weevil,1116,0.0194,success
20211011_162527 (Custom).jpg,Cutting Weevil,1978,0.0343,success
20211011_162436 (Custom) (Custom).jpg,Cutting Weevil,9557,0.1659,success
20211011_161831 (Custom).jpg,Cutting Weevil,5374,0.0933,success
20211011_160904 (Custom) (Custom).jpg,Cutting Weevil,1573,0.0273,success
20211011_162204 (Custom).jpg,Cutting Weevil,9825,0.1706,success
20211011_161913(0) (Custom).jpg,Cutting Weevil,5615,0.0975,success
20211011_161657(0) (Custom) (Custom).jpg,Cutting Weevil,4624,0.0803,success
20211011_162308 (Custom) (Custom).jpg,Cutting Weevil,2586,0.0449,success
20211011_162457 (Custom).jpg,Cutting Weevil,1461,0.0254,success
20211011_161607 (Custom).jpg,Cutting Weevil,5127,0.0890,success
20211011_161642 (Custom) (Custom).jpg,Cutting Weevil,1516,0.0263,success
20211011_161610(0) (Custom) (Custom).jpg,Cutting Weevil,5802,0.1007,success
20211011_161413 (Custom) (Custom).jpg,Cutting Weevil,7356,0.1277,success
20211011_161715(0) (Custom) (Custom).jpg,Cutting Weevil,7438,0.1291,success
20211011_161600 (Custom).jpg,Cutting Weevil,4012,0.0697,success
20211011_162153 (Custom) (Custom).jpg,Cutting Weevil,6704,0.1164,success
20211011_162502 (Custom).jpg,Cutting Weevil,1552,0.0269,success
20211011_161641(0) (Custom).jpg,Cutting Weevil,10003,0.1737,success
20211011_162221 (Custom).jpg,Cutting Weevil,10522,0.1827,success
20211011_161931 (Custom).jpg,Cutting Weevil,4354,0.0756,success
20211011_161506 (Custom) (Custom).jpg,Cutting Weevil,7034,0.1221,success
20211011_162505 (Custom).jpg,Cutting Weevil,7348,0.1276,success
20211011_161916 (Custom) (Custom).jpg,Cutting Weevil,7336,0.1274,success
20211011_162356 (Custom).jpg,Cutting Weevil,6170,0.1071,success
20211011_161418 (Custom).jpg,Cutting Weevil,11063,0.1921,success
20211011_161616 (Custom) (Custom).jpg,Cutting Weevil,4310,0.0748,success
20211011_161954 (Custom) (Custom).jpg,Cutting Weevil,10946,0.1900,success
20211011_161614(0) (Custom) (Custom).jpg,Cutting Weevil,7356,0.1277,success
20211011_162356 (Custom) (Custom).jpg,Cutting Weevil,6325,0.1098,success
20211011_162505 (Custom) (Custom).jpg,Cutting Weevil,7379,0.1281,success
20211011_161544 (Custom) (Custom).jpg,Cutting Weevil,9218,0.1600,success
20211011_162406 (Custom) (Custom).jpg,Cutting Weevil,1391,0.0241,success
20211011_162625(0) (Custom).jpg,Cutting Weevil,4540,0.0788,success
20211011_161146 (Custom) (Custom).jpg,Cutting Weevil,4193,0.0728,success
20211011_160618 (Custom) (Custom).jpg,Cutting Weevil,5429,0.0943,success
20211011_161128 (Custom) (Custom).jpg,Cutting Weevil,3371,0.0585,success
20211011_161458 (Custom).jpg,Cutting Weevil,4553,0.0790,success
20211011_162432 (Custom).jpg,Cutting Weevil,4789,0.0831,success
20211011_161150 (Custom) (Custom).jpg,Cutting Weevil,4602,0.0799,success
IMG_20211011_140224 (Custom) (Custom).jpg,Cutting Weevil,17524,0.2282,success
20211011_161924 (Custom).jpg,Cutting Weevil,5756,0.0999,success
20211011_162410 (Custom) (Custom).jpg,Cutting Weevil,6939,0.1205,success
20211011_140216 (Custom) (Custom).jpg,Cutting Weevil,10177,0.1767,success
20211011_162517 (Custom).jpg,Cutting Weevil,7440,0.1292,success
20211011_160821 (Custom) (Custom).jpg,Cutting Weevil,3611,0.0627,success
20211011_161600 (Custom) (Custom).jpg,Cutting Weevil,4294,0.0745,success
20211011_160904(0) (Custom) (Custom).jpg,Cutting Weevil,2192,0.0381,success
20211011_162048 (Custom).jpg,Cutting Weevil,7533,0.1308,success
20211011_162617(0) (Custom).jpg,Cutting Weevil,3079,0.0535,success
20211011_161155 (Custom).jpg,Cutting Weevil,3364,0.0584,success
20211011_161657(0) (Custom).jpg,Cutting Weevil,4242,0.0736,success
20211011_161624 (Custom).jpg,Cutting Weevil,7189,0.1248,success
20211011_162521 (Custom) (Custom).jpg,Cutting Weevil,12096,0.2100,success
20211011_170153 (Custom).jpg,Cutting Weevil,4802,0.0834,success
20211011_162125(0) (Custom) (Custom).jpg,Cutting Weevil,8168,0.1418,success
20211011_161641(0) (Custom) (Custom).jpg,Cutting Weevil,10755,0.1867,success
20211011_161623 (Custom).jpg,Cutting Weevil,8895,0.1544,success
20211011_162503(0) (Custom) (Custom).jpg,Cutting Weevil,5819,0.1010,success
20211011_160618 (Custom).jpg,Cutting Weevil,5392,0.0936,success
20211011_162456 (Custom).jpg,Cutting Weevil,8559,0.1486,success
20211011_162403 (Custom).jpg,Cutting Weevil,9412,0.1634,success
20211011_162434 (Custom) (Custom).jpg,Cutting Weevil,10167,0.1765,success
20211011_161424(0) (Custom).jpg,Cutting Weevil,8268,0.1435,success
20211011_161610(0) (Custom).jpg,Cutting Weevil,5473,0.0950,success
20211011_162209 (Custom) (Custom).jpg,Cutting Weevil,8594,0.1492,success
20211011_162521 (Custom).jpg,Cutting Weevil,12036,0.2090,success
20211011_162404 (Custom).jpg,Cutting Weevil,9074,0.1575,success
20211011_161830 (Custom).jpg,Cutting Weevil,5705,0.0990,success
20211011_161519 (Custom).jpg,Cutting Weevil,7858,0.1364,success
20211011_161624 (Custom) (Custom).jpg,Cutting Weevil,7181,0.1247,success
20211011_162058 (Custom) (Custom).jpg,Cutting Weevil,8099,0.1406,success
20211011_161908 (Custom) (Custom).jpg,Cutting Weevil,7337,0.1274,success
20211011_162526 (Custom).jpg,Cutting Weevil,5082,0.0882,success
20211011_161924 (Custom) (Custom).jpg,Cutting Weevil,5734,0.0995,success
20211011_161147 (Custom).jpg,Cutting Weevil,4373,0.0759,success
20211011_161534 (Custom) (Custom).jpg,Cutting Weevil,1325,0.0230,success
20211011_161309 (Custom) (Custom).jpg,Cutting Weevil,4029,0.0699,success
20211011_170535 (Custom) (Custom).jpg,Cutting Weevil,8411,0.1460,success
20211011_161140 (Custom).jpg,Cutting Weevil,4405,0.0765,success
20211011_161913(0) (Custom) (Custom).jpg,Cutting Weevil,5708,0.0991,success
20211011_161831 (Custom) (Custom).jpg,Cutting Weevil,5392,0.0936,success
20211011_161559 (Custom).jpg,Cutting Weevil,4246,0.0737,success
20211011_161952 (Custom).jpg,Cutting Weevil,16834,0.2923,success
20211011_162530(0) (Custom) (Custom).jpg,Cutting Weevil,7172,0.1245,success
20211011_162411 (Custom).jpg,Cutting Weevil,6164,0.1070,success
20211011_170533 (Custom) (Custom).jpg,Cutting Weevil,6737,0.1170,success
20211011_162434(0) (Custom).jpg,Cutting Weevil,5154,0.0895,success
20211011_162120 (Custom).jpg,Cutting Weevil,4447,0.0772,success
20211011_160942 (Custom) (Custom).jpg,Cutting Weevil,3622,0.0629,success
20211011_140216 (Custom).jpg,Cutting Weevil,10121,0.1757,success
20211011_161532 (Custom) (Custom).jpg,Cutting Weevil,7026,0.1220,success
20211011_162127 (Custom).jpg,Cutting Weevil,6390,0.1109,success
20211011_162501(0) (Custom).jpg,Cutting Weevil,4787,0.0831,success
20211011_161828 (Custom).jpg,Cutting Weevil,6589,0.1144,success
20211011_161934 (Custom) (Custom).jpg,Cutting Weevil,4941,0.0858,success
20211011_161126 (Custom) (Custom).jpg,Cutting Weevil,4819,0.0837,success
20211011_161424 (Custom).jpg,Cutting Weevil,7505,0.1303,success
20211011_161859 (Custom) (Custom).jpg,Cutting Weevil,5616,0.0975,success
20211011_161506 (Custom).jpg,Cutting Weevil,6990,0.1214,success
20211011_162132 (Custom).jpg,Cutting Weevil,7896,0.1371,success
20211011_162424 (Custom) (Custom).jpg,Cutting Weevil,4653,0.0808,success
20211011_161629 (Custom).jpg,Cutting Weevil,3695,0.0641,success
20211011_162616 (Custom).jpg,Cutting Weevil,2746,0.0477,success
20211011_160853 (Custom).jpg,Cutting Weevil,2384,0.0414,success
20211011_162125 (Custom) (Custom).jpg,Cutting Weevil,7668,0.1331,success
20211011_162026 (Custom) (Custom).jpg,Cutting Weevil,9729,0.1689,success
20211011_162518(0) (Custom).jpg,Cutting Weevil,3077,0.0534,success
20211011_162048 (Custom) (Custom).jpg,Cutting Weevil,7545,0.1310,success
20211011_162527 (Custom) (Custom).jpg,Cutting Weevil,2127,0.0369,success
20211011_161323 (Custom) (Custom).jpg,Cutting Weevil,8062,0.1400,success
20211011_161340 (Custom).jpg,Cutting Weevil,8762,0.1521,success
20211011_162133 (Custom) (Custom).jpg,Cutting Weevil,1186,0.0206,success
20211011_131115 (Custom).jpg,Cutting Weevil,8372,0.1090,success
20211011_160612 (Custom).jpg,Cutting Weevil,5121,0.0889,success
20211011_170540 (Custom).jpg,Cutting Weevil,7161,0.1243,success
20211011_162432 (Custom) (Custom).jpg,Cutting Weevil,5537,0.0961,success
20211011_162434(0) (Custom) (Custom).jpg,Cutting Weevil,5138,0.0892,success
20211011_162103 (Custom).jpg,Cutting Weevil,7496,0.1301,success
20211011_161418(0) (Custom).jpg,Cutting Weevil,10500,0.1823,success
20211011_162021 (Custom).jpg,Cutting Weevil,7497,0.1302,success
20211011_162101 (Custom) (Custom).jpg,Cutting Weevil,9194,0.1596,success
20211011_160915 (Custom).jpg,Cutting Weevil,3046,0.0529,success
20211011_161140 (Custom) (Custom).jpg,Cutting Weevil,4428,0.0769,success
20211011_160831 (Custom) (Custom).jpg,Cutting Weevil,3478,0.0604,success
20211011_161952 (Custom) (Custom).jpg,Cutting Weevil,16756,0.2909,success
20211011_161610 (Custom) (Custom).jpg,Cutting Weevil,3830,0.0665,success
20211011_162026 (Custom).jpg,Cutting Weevil,9712,0.1686,success
20211011_162503 (Custom) (Custom).jpg,Cutting Weevil,2557,0.0444,success
20211011_161206 (Custom).jpg,Cutting Weevil,3076,0.0534,success
20211011_161606 (Custom) (Custom).jpg,Cutting Weevil,4764,0.0827,success
20211011_170157 (Custom) (Custom).jpg,Cutting Weevil,4680,0.0813,success
20211011_170252 (Custom).jpg,Cutting Weevil,4469,0.0776,success
20211011_161656(0) (Custom).jpg,Cutting Weevil,5088,0.0883,success
20211011_170139 (Custom) (Custom).jpg,Cutting Weevil,5660,0.0983,success
20211011_161323 (Custom).jpg,Cutting Weevil,8108,0.1408,success
20211011_161859 (Custom).jpg,Cutting Weevil,5641,0.0979,success
20211011_161452 (Custom).jpg,Cutting Weevil,10066,0.1748,success
20211011_131104 (Custom) (Custom).jpg,Cutting Weevil,9337,0.1216,success
20211011_162454 (Custom) (Custom).jpg,Cutting Weevil,4504,0.0782,success
20211011_161246 (Custom) (Custom).jpg,Cutting Weevil,4276,0.0742,success
20211011_162155 (Custom) (Custom).jpg,Cutting Weevil,6855,0.1190,success
20211011_140220 (Custom).jpg,Cutting Weevil,8558,0.1486,success
20211011_161424(0) (Custom) (Custom).jpg,Cutting Weevil,8325,0.1445,success
20211011_161345 (Custom) (Custom).jpg,Cutting Weevil,10224,0.1775,success
20211011_161412 (Custom).jpg,Cutting Weevil,8343,0.1448,success
20211011_161500 (Custom) (Custom).jpg,Cutting Weevil,4940,0.0858,success
20211011_161246 (Custom).jpg,Cutting Weevil,4273,0.0742,success
20211011_161140(0) (Custom) (Custom).jpg,Cutting Weevil,3406,0.0591,success
20211011_161735 (Custom) (Custom).jpg,Cutting Weevil,3590,0.0623,success
20211011_162127 (Custom) (Custom).jpg,Cutting Weevil,6389,0.1109,success
20211011_160914 (Custom) (Custom).jpg,Cutting Weevil,2746,0.0477,success
20211011_162016 (Custom).jpg,Cutting Weevil,7169,0.1245,success
20211011_162525 (Custom) (Custom).jpg,Cutting Weevil,5027,0.0873,success
20211011_162011 (Custom).jpg,Cutting Weevil,6418,0.1114,success
20211011_140220 (Custom) (Custom).jpg,Cutting Weevil,8609,0.1495,success
20211011_162133 (Custom).jpg,Cutting Weevil,1283,0.0223,success
20211011_160852 (Custom).jpg,Cutting Weevil,1940,0.0337,success
20211011_161908(0) (Custom) (Custom).jpg,Cutting Weevil,5145,0.0893,success
20211011_161346 (Custom).jpg,Cutting Weevil,11301,0.1962,success
20211011_161515 (Custom).jpg,Cutting Weevil,7264,0.1261,success
20211011_160614 (Custom).jpg,Cutting Weevil,4654,0.0808,success
20211011_170546 (Custom).jpg,Cutting Weevil,4978,0.0864,success
20211011_162131 (Custom) (Custom).jpg,Cutting Weevil,18023,0.3129,success
20211011_161919 (Custom).jpg,Cutting Weevil,7651,0.1328,success
20211011_162209 (Custom).jpg,Cutting Weevil,8604,0.1494,success
20211011_162620(0) (Custom) (Custom).jpg,Cutting Weevil,2798,0.0486,success
20211011_162617(0) (Custom) (Custom).jpg,Cutting Weevil,3081,0.0535,success
20211011_162221 (Custom) (Custom).jpg,Cutting Weevil,10511,0.1825,success
20211011_162051 (Custom).jpg,Cutting Weevil,5954,0.1034,success
20211011_162121 (Custom).jpg,Cutting Weevil,11241,0.1952,success
20211011_161959 (Custom).jpg,Cutting Weevil,9916,0.1722,success
20211011_162518(0) (Custom) (Custom).jpg,Cutting Weevil,3095,0.0537,success
20211011_161425 (Custom).jpg,Cutting Weevil,9007,0.1564,success
20211011_161500 (Custom).jpg,Cutting Weevil,5024,0.0872,success
20211011_161425 (Custom) (Custom).jpg,Cutting Weevil,9009,0.1564,success
20211011_131101 (Custom).jpg,Cutting Weevil,10634,0.1385,success
20211011_160614 (Custom) (Custom).jpg,Cutting Weevil,4707,0.0817,success
20211011_161128 (Custom).jpg,Cutting Weevil,3363,0.0584,success
20211011_161656(0) (Custom) (Custom).jpg,Cutting Weevil,5555,0.0964,success
20211011_162456 (Custom) (Custom).jpg,Cutting Weevil,8671,0.1505,success
20211011_161244 (Custom) (Custom).jpg,Cutting Weevil,4679,0.0812,success
20211011_162110 (Custom).jpg,Cutting Weevil,7629,0.1324,success
20211011_161904 (Custom) (Custom).jpg,Cutting Weevil,4972,0.0863,success
20211011_161502 (Custom) (Custom).jpg,Cutting Weevil,7310,0.1269,success
20211011_161330 (Custom).jpg,Cutting Weevil,8903,0.1546,success
20211011_162213 (Custom) (Custom).jpg,Cutting Weevil,8726,0.1515,success
20211011_162523(0) (Custom) (Custom).jpg,Cutting Weevil,7325,0.1272,success
20211011_162308 (Custom).jpg,Cutting Weevil,2578,0.0448,success
20211011_161413 (Custom).jpg,Cutting Weevil,7300,0.1267,success
20211011_162103 (Custom) (Custom).jpg,Cutting Weevil,7506,0.1303,success
20211011_161142 (Custom) (Custom).jpg,Cutting Weevil,4577,0.0795,success
20211011_160831 (Custom).jpg,Cutting Weevil,3451,0.0599,success
20211011_162150 (Custom).jpg,Cutting Weevil,5708,0.0991,success
20211011_162125(0) (Custom).jpg,Cutting Weevil,8186,0.1421,success
20211011_162501 (Custom) (Custom).jpg,Cutting Weevil,6813,0.1183,success
20211011_160914 (Custom).jpg,Cutting Weevil,2734,0.0475,success
20211011_161950 (Custom) (Custom).jpg,Cutting Weevil,16725,0.2904,success
20211011_161619 (Custom).jpg,Cutting Weevil,4943,0.0858,success
20211011_161453 (Custom).jpg,Cutting Weevil,8534,0.1482,success
20211011_162016 (Custom) (Custom).jpg,Cutting Weevil,7324,0.1272,success
20211011_170254 (Custom).jpg,Cutting Weevil,4385,0.0761,success
20211011_162517 (Custom) (Custom).jpg,Cutting Weevil,7384,0.1282,success
20211011_160625 (Custom).jpg,Cutting Weevil,4559,0.0791,success
20211011_162433(0) (Custom).jpg,Cutting Weevil,9531,0.1655,success
20211011_161243(0) (Custom) (Custom).jpg,Cutting Weevil,4545,0.0789,success
20211011_161206 (Custom) (Custom).jpg,Cutting Weevil,3498,0.0607,success
20211011_161207 (Custom).jpg,Cutting Weevil,2688,0.0467,success
20211011_162115 (Custom) (Custom).jpg,Cutting Weevil,2725,0.0473,success
20211011_162329 (Custom).jpg,Cutting Weevil,2719,0.0472,success
20211011_161832 (Custom) (Custom).jpg,Cutting Weevil,5438,0.0944,success
20211011_162528 (Custom).jpg,Cutting Weevil,5103,0.0886,success
20211011_160852 (Custom) (Custom).jpg,Cutting Weevil,1925,0.0334,success
20211011_161931 (Custom) (Custom).jpg,Cutting Weevil,4362,0.0757,success
20211011_162131 (Custom).jpg,Cutting Weevil,18230,0.3165,success
20211011_161245(0) (Custom).jpg,Cutting Weevil,4337,0.0753,success
20211011_161559 (Custom) (Custom).jpg,Cutting Weevil,4341,0.0754,success
20211011_161927 (Custom) (Custom).jpg,Cutting Weevil,7088,0.1231,success
20211011_161708 (Custom).jpg,Cutting Weevil,4884,0.0848,success
20211011_162013 (Custom).jpg,Cutting Weevil,12689,0.2203,success
20211011_160904(0) (Custom).jpg,Cutting Weevil,2167,0.0376,success
20211011_161135 (Custom) (Custom).jpg,Cutting Weevil,5187,0.0901,success
20211011_162612 (Custom).jpg,Cutting Weevil,2422,0.0420,success
20211011_161708 (Custom) (Custom).jpg,Cutting Weevil,4873,0.0846,success
20211011_170108 (Custom).jpg,Cutting Weevil,5389,0.0936,success
20211011_162437 (Custom) (Custom).jpg,Cutting Weevil,12166,0.2112,success
20211011_161418 (Custom) (Custom).jpg,Cutting Weevil,11074,0.1923,success
20211011_161502 (Custom).jpg,Cutting Weevil,7303,0.1268,success
20211011_161909 (Custom).jpg,Cutting Weevil,6040,0.1049,success
